IMO number,MMSI,Name of the ship,Former names,Vessel type,Operating status,Flag,Gross tonnage,Deadweight,Length,Breadth,Engine type,Year of build,Builder,Classification society,Home port,Owner,Manager,Description,Engine model,Engine power
9309978,232005015,VS LISBETH,NORD THUMBELINA                                                                               (2013)                          NORD THUM                                                                               (2012)                          NORD_THUMBELINA,Oil tanker,Active,United Kingdom (UK),24048 tons,38492 tons,183 m,27 m,B&W,2006,"GUANGZHOU INTERNATIONAL SHIPYARD - GUANGZHOU, CHINA",DET NORSKE VERITAS,,"NORDEN - HELLERUP, DENMARK",THOME SHIPMANAGEMENT - SINGAPORE,"VS LISBETH is a Oil tanker built in 2006 by GUANGZHOU INTERNATIONAL SHIPYARD - GUANGZHOU, CHINA. Currently sailing under the flag of United Kingdom (UK). Formerly also known as NORD THUMBELINA, NORD THUM, NORD_THUMBELINA. It's gross tonnage is 24048 tons.",6S50MC,9480 KW
9777618,218850000,CARTAGENA EXPRESS,"C                                                                               (2019, Germany)                          CARTMGENA EXPRESS                                                                               (2018, Germany)                          CART8                                                                               (2018, Germany)                          CFS H                                                                               (2018, Germany)",Container ship,Active,Germany,118945 tons,123587 tons,333 m,48 m,MAN-B&W,2017,,,HAMBURG,,,"CARTAGENA EXPRESS is a Container ship built in 2017. Currently sailing under the flag of Germany. Formerly also known as C, CARTMGENA EXPRESS, CART8, CFS H. It's gross tonnage is 118945 tons.",7S80ME-C,34224 KW
9039250,356037000,MSC JOY,"MSC JOY                                                                               (2019, Panama)                          MSC                                                                               (2018, Panama)                          MSC OY                                                                               (2018, Panama)                          MSC JOYF                                                                               (2013, Malta)                          NORTHERN JOY                                                                               (2010, Germany)                          CANADA SENATOR                                                                               (2008)                          CMA XINGANG                                                                               (2001)                          CMA XINGAN                                                                               (1999)                          CONTSHIP MEXICO                                                                               (1999)                          SEA VIGOR                                                                               (1997)                          HYUNDAI TACOMA                                                                               (1996)                          SEA HAWK                                                                               (1994)",Container ship,Active,Panama,30567 tons,31160 tons,202 m,31 m,Sulzer,1992,"GDANSK SHIPYARD - GDANSK, POLAND",GERMANISCHER LLOYD,VALLETTA,,,"MSC JOY is a Container ship built in 1992 by GDANSK SHIPYARD - GDANSK, POLAND. Currently sailing under the flag of Panama. Formerly also known as MSC JOY, MSC, MSC OY, MSC JOYF, NORTHERN JOY, CANADA SENATOR, CMA XINGANG, CMA XINGAN, CONTSHIP MEXICO, SEA VIGOR, HYUNDAI TACOMA, SEA HAWK. It's gross tonnage is 30567 tons.",6RTA-76,16260 KW
9457024,248745000,NAVE COSMOS,,Chemical/Oil tanker,Active,Malta,17846 tons,25130 tons,170 m,26 m,MAN-B&W,2010,"DAE SUN SHIPBUILDING & ENGINEERING - BUSAN, SOUTH KOREA",AMERICAN BUREAU OF SHIPPING,VALLETTA,"NAVIOS TANKERS MANAGEMENT - ATHENS, GREECE","NAVIOS TANKERS MANAGEMENT - ATHENS, GREECE","NAVE COSMOS is a Chemical/Oil tanker built in 2010 by DAE SUN SHIPBUILDING & ENGINEERING - BUSAN, SOUTH KOREA. Currently sailing under the flag of Malta. It's gross tonnage is 17846 tons.",6S46MC-C,7860 KW
9644225,241281000,HAPPY LADY,HAPPY L,Chemical/Oil tanker,Active,Greece,30201 tons,51853 tons,183 m,32 m,,2013,"SPP SHIPBUILDING TONGYOUNG SHIPYARD - TONGYOUNG, SOUTH KOREA",AMERICAN BUREAU OF SHIPPING,PIRAEUS,"EASTERN MEDITERRANEAN MARITIME - ATHENS, GREECE","EASTERN MEDITERRANEAN MARITIME - ATHENS, GREECE","HAPPY LADY is a Chemical/Oil tanker built in 2013 by SPP SHIPBUILDING TONGYOUNG SHIPYARD - TONGYOUNG, SOUTH KOREA. Currently sailing under the flag of Greece. Formerly also known as HAPPY L. It's gross tonnage is 30201 tons.",,
9320439,372123000,MSC LEIGH,BUXTIME                                                                               (2006),Container ship,Active,Panama,50963 tons,63411 tons,274 m,32 m,,2006,"DAEWOO MANGALIA HEAVY INDUSTRIES - MANGALIA, ROMANIA",GERMANISCHER LLOYD,,"MEDITERRANEAN SHIPPING - SORRENTO, ITALY","MEDITERRANEAN SHIPPING - SORRENTO, ITALY","MSC LEIGH is a Container ship built in 2006 by DAEWOO MANGALIA HEAVY INDUSTRIES - MANGALIA, ROMANIA. Currently sailing under the flag of Panama. Formerly also known as BUXTIME. It's gross tonnage is 50963 tons.",,
9723253,256767000,HUNGARY,"HYNGARY                                                                               (2018, Malta)                          HANJIN HUNGARY                                                                               (2016)",Container ship,Active,Malta,94684 tons,111650 tons,299 m,48 m,,2015,"HANJIN SUBIC SHIPYARD - OLONGAPO, PHILIPPINES",AMERICAN BUREAU OF SHIPPING,VALLETTA,,,"HUNGARY is a Container ship built in 2015 by HANJIN SUBIC SHIPYARD - OLONGAPO, PHILIPPINES. Currently sailing under the flag of Malta. Formerly also known as HYNGARY, HANJIN HUNGARY. It's gross tonnage is 94684 tons.",,
9297876,636016423,MSC BHAVYA,SANTA PETRISSA                                                                               (2013)                          UASC SHARJAH                                                                               (2012)                          MAERSK DOUGLAS                                                                               (2010),Container ship,Active,Liberia,54771 tons,66799 tons,294 m,32 m,,2005,"HYUNDAI SAMHO HEAVY INDUSTRIES CO. LTD. - MOKPO, SOUTH KOREA",GERMANISCHER LLOYD,MONROVIA,"MSC SHIPMANAGEMENT CYPRUS - LIMASSOL, CYPRUS","MSC SHIPMANAGEMENT CYPRUS - LIMASSOL, CYPRUS","MSC BHAVYA is a Container ship built in 2005 by HYUNDAI SAMHO HEAVY INDUSTRIES CO. LTD. - MOKPO, SOUTH KOREA. Currently sailing under the flag of Liberia. Formerly also known as SANTA PETRISSA, UASC SHARJAH, MAERSK DOUGLAS. It's gross tonnage is 54771 tons.",,
9842073,636019207,MSC JEWEL,,Container ship,Active,Liberia,140976 tons,150893 tons,365 m,48 m,,2019,,,,,,MSC JEWEL is a Container ship built in 2019. Currently sailing under the flag of Liberia. It's gross tonnage is 140976 tons.,,
9770751,636019348,MSC AINO,MSC AINO                                                                               (2021),Container ship,Active,Liberia,112695 tons,128688 tons,328 m,48 m,,2019,,,MONROVIA,,,MSC AINO is a Container ship built in 2019. Currently sailing under the flag of Liberia. Formerly also known as MSC AINO. It's gross tonnage is 112695 tons.,,
9367217,304955000,FALSTRIA SWAN,INGRID JAKOBSEN                                                                               (2012),Oil tanker,Active,Antigua & Barbuda,3933 tons,6882 tons,103 m,16 m,MAK,2006,"SHENGHUA SHIPBUILDING - NANJING, CHINA",GERMANISCHER LLOYD,SAINT JOHN'S,"UNI TANKERS - MIDDELFART, DENMARK","UNI TANKERS - MIDDELFART, DENMARK","FALSTRIA SWAN is a Oil tanker built in 2006 by SHENGHUA SHIPBUILDING - NANJING, CHINA. Currently sailing under the flag of Antigua & Barbuda. Formerly also known as INGRID JAKOBSEN. It's gross tonnage is 3933 tons.",8M25,2400 KW
9705005,374196000,MSC CATERINA,,Container ship,Active,Panama,95403 tons,109581 tons,300 m,48 m,,2015,"NEW TIMES SHIPBUILDING - JINGJIANG, CHINA",GERMANISCHER LLOYD,,"CHINA INTERNATIONAL MARINE CONTAINERS GROUP - SHENZHEN, CHINA","CHINA INTERNATIONAL MARINE CONTAINERS GROUP - SHENZHEN, CHINA","MSC CATERINA is a Container ship built in 2015 by NEW TIMES SHIPBUILDING - JINGJIANG, CHINA. Currently sailing under the flag of Panama. It's gross tonnage is 95403 tons.",,47430 KW
8414738,477007300,ZHEN HUA 23,ZHEN HUA23                                                                               (2018)                          ZHEN HUA 23                                                                               (2013)                          RICH DUCHESS                                                                               (2007),General cargo vessel,Active,Hong Kong,37879 tons,81279 tons,243 m,40 m,,1986,"SHIN KASADO DOCKYARD - KUDAMATSU, JAPAN",AMERICAN BUREAU OF SHIPPING,HONG KONG,"ZHENHUA HEAVY INDUSTRY - SHANGHAI, CHINA","ZHENHUA HEAVY INDUSTRY - SHANGHAI, CHINA","ZHEN HUA 23 is a General cargo vessel built in 1986 by SHIN KASADO DOCKYARD - KUDAMATSU, JAPAN. Currently sailing under the flag of Hong Kong. Formerly also known as ZHEN HUA23, ZHEN HUA 23, RICH DUCHESS. It's gross tonnage is 37879 tons.",,
9548732,312691000,ELONG ELONG,RIO UTAMBONI                                                                               (2016),Bulk carrier,Active,Belize,13691 tons,21461 tons,167 m,23 m,MAN-B&W,2009,LINHAI HUIPU SHIPBUILDING COMPANY LTD - CHINA,INTERNATIONAL NAVAL SURVEYS BUREAU,,"GLOMAR SUPPLIES LTD, PANAMA","GLOMAR SUPPLIES LTD, PANAMA",ELONG ELONG is a Bulk carrier built in 2009 by LINHAI HUIPU SHIPBUILDING COMPANY LTD - CHINA. Currently sailing under the flag of Belize. Formerly also known as RIO UTAMBONI. It's gross tonnage is 13691 tons.,8PC2-5L,4400 KW
9532757,241089000,OCEANIS,,Crude oil tanker,Active,Greece,161273 tons,320780 tons,331 m,59 m,MAN-B&W,2011,"SAMSUNG SHIPBUILDING & HEAVY INDUSTRIES CO. LTD. - GEOJE, SOUTH KOREA",LLOYD'S SHIPPING REGISTER,CHIOS,"CHANDRIS HELLAS - ATHENS, GREECE","CHANDRIS HELLAS - ATHENS, GREECE","OCEANIS is a Crude oil tanker built in 2011 by SAMSUNG SHIPBUILDING & HEAVY INDUSTRIES CO. LTD. - GEOJE, SOUTH KOREA. Currently sailing under the flag of Greece. It's gross tonnage is 161273 tons.",7S80MC,29260 KW
9226920,352335000,MSC MARIANNA,"ESG MARIANNA                                                                               (2018, Panama)",Container ship,Active,Panama,73819 tons,85806 tons,303 m,40 m,B&W,2002,"HYUNDAI HEAVY INDUSTRIES CO. LTD. - ULSAN, SOUTH KOREA",GERMANISCHER LLOYD,,,,"MSC MARIANNA is a Container ship built in 2002 by HYUNDAI HEAVY INDUSTRIES CO. LTD. - ULSAN, SOUTH KOREA. Currently sailing under the flag of Panama. Formerly also known as ESG MARIANNA. It's gross tonnage is 73819 tons.",11K98MC,57060 KW
9710244,636016986,ANTHEA Y,,Container ship,Active,Liberia,94416 tons,111884 tons,299 m,48 m,MAN-B&W,2015,"HANJIN SUBIC SHIPYARD - OLONGAPO, PHILIPPINES",GERMANISCHER LLOYD,MONROVIA,"TECHNOMAR SHIPPING - ATHENS, GREECE","TECHNOMAR SHIPPING - ATHENS, GREECE","ANTHEA Y is a Container ship built in 2015 by HANJIN SUBIC SHIPYARD - OLONGAPO, PHILIPPINES. Currently sailing under the flag of Liberia. It's gross tonnage is 94416 tons.",8g95me-c9.2,41400 KW
9318010,241192000,MINERVA XANTHE,MINERVA XANTHE                                                                               (2013),Chemical/Oil tanker,Active,Greece,29032 tons,50922 tons,183 m,32 m,MAN-B&W,2006,"STX SHIPBUILDING CO. LTD. - SEOUL, SOUTH KOREA",AMERICAN BUREAU OF SHIPPING,PIRAEUS,"MINERVA MARINE - ATHENS, GREECE","MINERVA MARINE - ATHENS, GREECE","MINERVA XANTHE is a Chemical/Oil tanker built in 2006 by STX SHIPBUILDING CO. LTD. - SEOUL, SOUTH KOREA. Currently sailing under the flag of Greece. Formerly also known as MINERVA XANTHE. It's gross tonnage is 29032 tons.",5S60MC-C,13630 KW
9733698,352090000,STORE BAY,,Chemical/Oil tanker,Active,Panama,21115 tons,30711 tons,175 m,28 m,,2015,"MINAMINIPPON SHIPBUILDING - USUKI, JAPAN",,,"MITSUI OSK LINES - TOKYO, JAPAN","MITSUI OSK LINES - TOKYO, JAPAN","STORE BAY is a Chemical/Oil tanker built in 2015 by MINAMINIPPON SHIPBUILDING - USUKI, JAPAN. Currently sailing under the flag of Panama. It's gross tonnage is 21115 tons.",,
9735206,255805865,MSC PALAK,MSC PALAK                                                                               (2020),Container ship,Active,Portugal,97805 tons,109802 tons,299 m,48 m,MAN-B&W,2016,"JINHAI HEAVY INDUSTRY - ZHOUSHAN, CHINA",GERMANISCHER LLOYD,,,,"MSC PALAK is a Container ship built in 2016 by JINHAI HEAVY INDUSTRY - ZHOUSHAN, CHINA. Currently sailing under the flag of Portugal. Formerly also known as MSC PALAK. It's gross tonnage is 97805 tons.",,
9315006,210281000,WEC VAN RIJN,ELAN                                                                               (2021)                          ELAN                                                                               (2021)                          OOCL ST.PETERSBURG                                                                               (2013)                          OOCL ST PETERSBURG                                                                               (2013),Container ship,Active,Cyprus,11662 tons,13734 tons,149 m,22 m,MAN-B&W,2005,"SIETAS SCHIFFSWERFT - HAMBURG, GERMANY",GERMANISCHER LLOYD,HARLINGEN,"JR SHIPPING - HARLINGEN, NETHERLANDS","JR SHIPPING - HARLINGEN, NETHERLANDS","WEC VAN RIJN is a Container ship built in 2005 by SIETAS SCHIFFSWERFT - HAMBURG, GERMANY. Currently sailing under the flag of Cyprus. Formerly also known as ELAN, ELAN, OOCL ST.PETERSBURG, OOCL ST PETERSBURG. It's gross tonnage is 11662 tons.",9M43,8400 KW
9778090,255806032,MSC YASHI B,,Container ship,Active,Portugal,113112 tons,134007 tons,330 m,48 m,MAN-B&W,2018,,,,,,MSC YASHI B is a Container ship built in 2018. Currently sailing under the flag of Portugal. It's gross tonnage is 113112 tons.,8g95me-c9,
9150080,511100328,JAOHAR ADAM,ROMY TRADER                                                                               (2020)                          ROMY TRADER                                                                               (2020)                          AMRUM TRADER                                                                               (2010)                          SEABOARD UNITY                                                                               (1998)                          SEABORD UNITY                                                                               (1997)                          SEABOARD UNITY                                                                               (1997)                          SEABOARD UNITY                                                                               (1997),Container ship,Active,Palau,5941 tons,7900 tons,132 m,19 m,Wartsila,1997,"PETERS SCHIFFSWERFT - WEWELSFLETH, GERMANY",GERMANISCHER LLOYD,,"MYKLEBUSTHAUG MANAGEMENT - FONNES, NORWAY","MYKLEBUSTHAUG MANAGEMENT - FONNES, NORWAY","JAOHAR ADAM is a Container ship built in 1997 by PETERS SCHIFFSWERFT - WEWELSFLETH, GERMANY. Currently sailing under the flag of Palau. Formerly also known as ROMY TRADER, ROMY TRADER, AMRUM TRADER, SEABOARD UNITY, SEABORD UNITY, SEABOARD UNITY, SEABOARD UNITY. It's gross tonnage is 5941 tons.",9L38,5940 KW
9396000,249445000,TEAM HAWK,"SICHEM HAWK                                                                               (2019, Malta)                          TEAM                                                                               (2018, Malta)                          SICEM                                                                               (2017, Malta)                          SICHEHB                                                                               (2017, Malta)                          SICHEHATS                                                                               (2017, Malta)                          SICHE                                                                               (2017, Malta)                          H1224                                                                               (2013, China)                          HUANGTUO3                                                                               (2013, China)",Chemical/Oil tanker,Active,Malta,17822 tons,25385 tons,170 m,26 m,MAN-B&W,2008,"DAE SUN SHIPBUILDING & ENGINEERING - BUSAN, SOUTH KOREA",AMERICAN BUREAU OF SHIPPING,VALLETTA,EITZEN CHEMICAL SINGAPORE - SINGAPORE,"V.SHIPS UK - GLASGOW, United Kingdom (UK)","TEAM HAWK is a Chemical/Oil tanker built in 2008 by DAE SUN SHIPBUILDING & ENGINEERING - BUSAN, SOUTH KOREA. Currently sailing under the flag of Malta. Formerly also known as SICHEM HAWK, TEAM, SICEM, SICHEHB, SICHEHATS, SICHE, H1224, HUANGTUO3. It's gross tonnage is 17822 tons.",6S46MC-C,7860 KW
